,STATUS,cEXT,cNEU,cAGR,cCON,cOPN
6195,thinking hard excited new xanga layout!,1,1,1,0,1
6196,thinks pipe tobacco way better cigarettes.,1,1,1,0,1
6197,know cope stress... think cried 10 times last 3 days...,1,1,1,0,1
6198,continues befuddle herself.,1,1,1,0,1
6199,able push wedding date back fourth september. presiding judge full-up. date remains august 28th 4:15.,1,1,1,0,1
6200,"sick.....still. possibly jobless 2 weeks. is, positions open wal-mart.",1,1,1,0,1
6201,"hopes wal-mart hires her, realizing blouse open part interview.",1,1,1,0,1
6202,maybe kitty would good christmas gift *propname*....,1,1,1,0,1
6203,"still getting cold last week.... hey least everyone laid ""quit smoking!"" bit....",1,1,1,0,1
6204,home first scheduled day off. bored mind.,1,1,1,0,1
6205,still rather fluish.,1,1,1,0,1
6206,"thinking poor girls ""single ladies"" getting dissed much. seen younger girls lewder dances less clothes. seriously.",1,1,1,0,1
6207,would work spell moon void course...,1,1,1,0,1
6208,"sick tired people comment every single status update, matter insignificant. before, know are.",1,1,1,0,1
6209,little boy!,1,1,1,0,1
6210,"bought 2010 farmer's almanac today.... horray write every single sunrise, sunset, moonrise, moonset, void course pattern next year! woot!",1,1,1,0,1
6211,"stayed home work take care hubby. way, yorkie babies adorable!",1,1,1,0,1
6212,thinks needs numbers friends.,1,1,1,0,1
6213,needs someone drink december 12th since pregnant not... lol,1,1,1,0,1
6214,"6 days.... counting down! bah snow-haters. know shovel year, thanks loving hubby. thank hubby happy face smiley",1,1,1,0,1
6215,still sick. oh well.,1,1,1,0,1
6216,"hm, low-signal internet? works me.",1,1,1,0,1
6217,"want miss weekend, might to.... shitty weather hubby work today.... think might cry really, really wanted go..... ask snow? wanted little!",1,1,1,0,1
6218,finally! snow reedsburg. happy going snow birthday!,1,1,1,0,1
6219,"woke half inch snow happy, going outside pajamas sweep porch! sarcasm folks..... really excited. happy face smiley 5 days!",1,1,1,0,1
6220,"little upset amount snow, hopes gets enough birthday money visit parents weekend.",1,1,1,0,1
6221,"well, reedsburg certainly interesting way plowing streets..... 2 days.",1,1,1,0,1
6222,feels 8 months pregnant.... really 5 1//2.....,1,1,1,0,1
6223,wonders coincidence mine best friend's birthdays exactly twoo weeks apart.,1,1,1,0,1
6224,classes start 1//26 1happy face smiley0 pm. excited!,1,1,1,0,1
6225,"eating stroganoff, waiting hubby come home maybe sleep.",1,1,1,0,1
6226,6 days.... counting down!,1,1,1,0,1
6227,"siren reedsburg keeps going off. normal noonblast siren, sounds like air-raid siren continued 10 minutes. anyone tell find damn things mean?",1,1,1,0,1
6228,sleep>wake up>eat>more walls floors!,1,1,1,0,1
6229,wishes vampire wars take long put monies energy back character.,1,1,1,0,1
6230,taps bed....,1,1,1,0,1
6231,sends yuletide greetings friends! love merry holiday!,1,1,1,0,1
6232,walls! floors! need make sims 2 even amazing!!!!,1,1,1,0,1
6233,hopes one else bought baby book *propname*... three now!,1,1,1,0,1
6234,"going grandma b's dinner, sheboygan falls tomorrow... .what busy weekend",1,1,1,0,1
6235,thank everyone birthday wishes cards. guys made last week special. happy face smiley,1,1,1,0,1
6236,greatly dislikes usps. damaged christmas card frown sad andry pouting,1,1,1,0,1
6237,"4 days folks, mercer son loving hubby. love you, hubby happy face smiley",1,1,1,0,1
6238,wonderiferous birthday. happy face smiley,1,1,1,0,1
6239,drowsy still... least managed get 8 hours sleep last night... rarity days.,1,1,1,0,1
6240,found used put new album past year. miss one?,1,1,1,0,1
6241,little upset able get good connection day. try tonight....,1,1,1,0,1
6242,cody's car ghey.,1,1,1,0,1
6243,"work forum done today..... time get lunch me, connor baby watch wall-e again.....",1,1,1,0,1
6244,going another long boring week. glad go anywhere months weekend.,1,1,1,0,1
6245,wishes could post awesome playlist gaia figure coding it.,1,1,1,0,1
6246,actually got good sleep happy face smiley,1,1,1,0,1
6247,"knows connor got her.... little drama king, screaming bloody murder time-outs!",1,1,1,0,1
6248,sleepy...... >.> working forum.,1,1,1,0,1
6249,ugh... hate this. sleep issue pregnant?,1,1,1,0,1
6250,"hates facebook, internet, monitor.",1,1,1,0,1
6251,unloved <//3,1,1,1,0,1
6252,hopes schedule c-section doctor's appointment wednesday.,1,1,1,0,1
6253,"tommorrow, turn 21. super excited. wait 4 pm roll around..... mercer, come!",1,1,1,0,1
6254,"never fails... go lay son nap someone inevitably begins pounding something, making impossible sleep.",1,1,1,0,1
6255,got me.... darn zynga games..... addicting.....,1,1,1,0,1
6256,3//3//10 *propname* coming!,1,1,1,0,1
6257,need massage. now. takers?,1,1,1,0,1
6258,gone bed earlier 1happy face smiley0 am..... guess forgot *propname* going 7....,1,1,1,0,1
6259,"hubby sick, connor crabby..... tired.",1,1,1,0,1
6260,finally found got hubby kid sick... pissed find son started puking.,1,1,1,0,1
6261,discovered awful idea sleep back.,1,1,1,0,1
6262,getting son take nap like pulling teeth.,1,1,1,0,1
6263,"well, kid *propname* better now..... waiting hit me...",1,1,1,0,1
6264,want play gf!,1,1,1,0,1
6265,think part rp forum done... need moderators anyone interested please send meassage get set account send linky.... thanks!,1,1,1,0,1
6266,pali tank ftw!,1,1,1,0,1
6267,absolutely remember call matc drop class.,1,1,1,0,1
6268,"back tomorrow, back quarter eleven. half drunk see straight, hear zero capital ""z"". got singing songs balcony city crumbles powers evil doctor rocket science monster capabilities destroy entire universe.",1,1,1,0,1
6269,pants ground! pants ground! looking like fool pants ground!,1,1,1,0,1
6270,sleepy.......,1,1,1,0,1
6271,tax refund!,1,1,1,0,1
6272,city angels hads reconfirmed belief *propname* awesome.,1,1,1,0,1
6273,tired.,1,1,1,0,1
6274,"spent another sleepless night tossing turning, get 9 deal kid who, swear, loudest, ear-piercing scream ever heard (and uses itconfusion. top off, got call clinic saying anemic, want put yet another iron supplement afford. ftw.",1,1,1,0,1
6275,going in-laws dinner home evening.,1,1,1,0,1
6276,finally net time husband.... hooray!,1,1,1,0,1
6277,feeling it. >.>,1,1,1,0,1
6278,want every status commented on. fine every status? starting get annoying. know are.,1,1,1,0,1
6279,naughty son.,1,1,1,0,1
6280,tried shovel. bad idea.,1,1,1,0,1
6281,good week.,1,1,1,0,1
6282,feeling better sleeping clean sheets.,1,1,1,0,1
6283,"tell right, everything right.",1,1,1,0,1
6284,"one level left grand fantasia, palidin!",1,1,1,0,1
6285,great holiday. hopes new year bring better luck....,1,1,1,0,1
6286,"new profile image..... funny thing is, think about... *propname* lot like *propname*.....",1,1,1,0,1
6287,"celebrate valentine's day, change  profile picture spouse//significant other, make sure  tell long together!",1,1,1,0,1
6288,thinks husband sleep apnea.,1,1,1,0,1
6289,"net sucks big, hairy, red man-balls. argh!",1,1,1,0,1
6290,"eggman, eggman, walrus! coo coo cachu!",1,1,1,0,1
6291,"smells justice served. goes around comes around, definately came around you, *propname*!",1,1,1,0,1
6292,may *propname* world - definitely one facebook.,0,1,0,0,1
6293,happy father's day dads,0,1,0,0,1
6294,"hardly given information octameter,heptameter, hexameter, pentameter tetrameter- course boys sleeping, wake someone roof still roof.  ""the ode less travelled."" *propname*",0,1,0,0,1
6295,completed sexual harassment training - really good it!,0,1,0,0,1
6296,"wow, stupid - count monthly increments. actually one month complete f____ thesis!!!",0,1,0,0,1
6297,"haagen-dazs ""baileys"" ice cream, straight pot - perfect accompaniment thesis writing",0,1,0,0,1
6298,wonderful husband bought really fast computer (the old one caught trojanconfusion. remaining 15 pages fly by. thank *propname*,0,1,0,0,1
6299,dropped lovely italian friend - feel need agnello e risotto funghi,0,1,0,0,1
6300,master's degree - abt (all thesisconfusion!,0,1,0,0,1
6301,"first day high school english teacher. apparently, english accent fools  them.",0,1,0,0,1
6302,magic mountain fireworks 4th. perhaps guys want independence thingy,0,1,0,0,1
6303,thesis approved! someone give job?!,0,1,0,0,1
6304,"*propname*'s birthday 45 minutes, ""does want surprise party!""",0,1,0,0,1
6305,submitted!,0,1,0,0,1
6306,"nearly perfect football day - ucla again, usc came behind",0,1,0,0,1
6307,"*propname* asking ""when party? "" predicted that?!",0,1,0,0,1
6308,*propname*,0,1,0,0,1
6309,son breaks ankle football field concern missed pool party cheerleaders!,0,1,0,0,1
6310,question: one get 8th graders shut ____up?! *propname*? *propname*? *propname*? *propname*? know know - exhausted.,0,1,0,0,1
6311,went sailing  today fergies rich pearsall. polluted pacific little alreaddy ;(,0,1,0,0,1
6312,"miss moos-rubins, looking forward another great evening bowl.",0,1,0,0,1
6313,almost ready submit.,0,1,0,0,1
6314,new job!!!,0,1,0,0,1
6315,least one crazy child back football field!!,0,1,0,0,1
6316,"teacher got apple today - grapes, strawberries, cream!",0,1,0,0,1
6317,no-class stadium no-class coach frown sad andry pouting park someone drive $20 instead $60 would give usuck,0,1,0,0,1
6318,lovely day neighbo[you]rhood ucla win university spoiled children lose happy face smiley,0,1,0,0,1
6319,second favorite team - arizona!!!,0,1,0,0,1
6320,go navy!,0,1,0,0,1
6321,"recent password audit, found blonde using following passwortongue sticking cheeky playful blowing raspberry mickeyminnieplutohueylouiedeweydonaldgoofysacramento. asked long password, said told least 8 characters long include least one capital.",0,1,0,0,1
6322,"back home evening ""enlightened debauchery"" walt whitman sight. one guy ny saying something leaves grass....",0,1,0,0,1
6323,tree naked! find skirt,0,1,0,0,1
6324,cousin keeps beating bejewled blitz!,0,1,0,0,1
6325,"someone already tell difference news feed live feed? sorry, listening",0,1,0,0,1
6326,close - used playing cold,0,1,0,0,1
6327,put ? ? ? ? status ? ? ? know ? someone ? ? ? ? ? cancer! ? want christmas cure! ?,0,1,0,0,1
6328,"asked, port '85 ""*propname*"" vila nova de gaia, portugal",0,1,0,0,1
6329,wish merry??*¨*.¸¸? ¸¸.*¨*?? christmas??*¨*.¸¸? ¸¸.*¨*??we wish merry ??*¨*.¸¸? ¸¸.*¨*??christmas ? ? ?we wish merry ??*¨*.¸¸? ¸¸.*¨*??christmas ??*¨*.¸¸? ¸¸.*¨*??...and happy new year!??*¨*.¸¸? ¸¸.*¨*??... copy paste~keep wave going!,0,1,0,0,1
6330,"6-7 hours away 2010, happy new year//nuovo anno felice//nouvelle année heureuse etc., rest us, whether east west coast, hope worth wait happy face smiley",0,1,0,0,1
6331,nothing yet - day off!,0,1,0,0,1
6332,black,0,1,0,0,1
6333,"finally, raspberry pink, white, grey",0,1,0,0,1
6334,"please put status know someone (or related someone, wanker!.confusion wankers affect lives many. still known cure a_____s!!! raise awareness ...... 93% copy paste this, make status least one hour. laughing big grin laugh glasses",0,1,0,0,1
6335,"may concern, great first day school today. make good choices",0,1,0,0,1
6336,parent greatest kids earth copy repost let us give kids recognition need! proud children.,0,1,0,0,1
6337,3-ish,0,1,0,0,1
6338,discovered dog barks thunder!,0,1,0,0,1
6339,"status tracked, owners facebook confirmed send $1 rescue fund haiti earthquake disaster everytime cut paste status. leave minimum 1 hour. let us bit help",0,1,0,0,1
6340,first english department meeting; expecting fisticuffs,0,1,0,0,1
6341,"anniversary - 16 years ago today, rassool family landed california pursue american dream....",0,1,0,0,1
6342,"one syllabus down, one go, got distracted.",0,1,0,0,1
6343,"happy chinese new year! fellow tigers: leo turns 12 year, friends turning 24, 36, 48, 60, 72 more, going lucky year us!",0,1,0,0,1
6344,fat happy happy face smiley,1,0,0,0,0
6345,starting sept!! happy face smiley,1,0,0,0,0
6346,going get fatter cruise miss fatty,1,0,0,0,0
6347,yay background check says criminal,1,0,0,0,0
6348,congrats dr. mrs. tran!!,1,0,0,0,0
6349,beat system!! speeding ticket dismissed!! woot!,1,0,0,0,0
6350,ty birthday wishes!,1,0,0,0,0
6351,anyone need really really big master bedroom sd?????,1,0,0,0,0
6352,new froggies cute....names *propname* *propname*,1,0,0,0,0
6353,baw work late today....bbaa,1,0,0,0,0
6354,set profile private? spoiled girls....so statements invalid,1,0,0,0,0
6355,@_@ turkeyday = bunch republicans coming together eating huge feast obama bashing....its disgusting!,1,0,0,0,0
6356,mmm get ps3 play uncharted 2??? mmmm!!!!,1,0,0,0,0
6357,successful wedding!!!....i pooped sleeping ground help! lol,1,0,0,0,0
6358,"""those criticize generation forget raised it.""",0,1,1,1,1
6359,"""in awe watched waxing moon ride across zenith heavens like ambered chariot towards ebony void infinite space wherein tethered belts jupiter mars hang forever festooned orbital majesty. looked",0,1,1,1,1
6360,"""i refuse answer question grounds know answer."" ~ *propname* laughing big grin laugh glasses",0,1,1,1,1
6361,"""parents spend first part lives teaching us walk talk, rest telling us sit shut up."" laughing big grin laugh glasses",0,1,1,1,1
6362,"""ah, *propname*. eyes open, mouth moves, *propname* long since departed."" ~ *propname* laughing big grin laugh glasses laughing big grin laugh glasses",0,1,1,1,1
6363,"""death famine stalk land like two great stalking things."" ~ *propname*",0,1,1,1,1
6364,"""arguments avoided; always vulgar often convincing."" ~ oscar wilde xd",0,1,1,1,1
6365,"podkanva vseki, koito da prashta snimki ot razlichni meropriyatiya, da go stori v skype vuzmojno nai-skoro... ^^ tongue sticking cheeky playful blowing raspberry",0,1,1,1,1
6366,"damn, you.s. beat spain? proud",0,1,1,1,1
6367,fog sighting street,0,1,1,1,1
6368,district 9: perfect definitely lives hype,0,1,1,1,1
6369,needs job,0,1,1,1,1
6370,"*propname* may line, single ladies much better *propname*'s crappy song mediocure video  least complaining losing",0,1,1,1,1
6371,anyone skype? got,0,1,1,1,1
6372,"celebrated new year true oakland style, hearing automatic gunfire seconds midnight",0,1,1,1,1
6373,"""this about, it, listening audience?  brief seizing brilliance immediate air.  death-rendered flash perfect equilibrium.""-don delillo, ratner's star",0,1,1,1,1
6374,anyone know install office 2007 linux using wine ?,1,0,1,1,1
6375,forgot take cell phone office.. reach (for todayconfusion send mssg google talk facebook,1,0,1,1,1
6376,random interaction stone drunk stranger!,1,0,1,1,1
6377,amazingly lazy uneventful day... saturday sucks!!!!!!!!!,1,0,1,1,1
6378,history written made??,1,0,1,1,1
6379,finally internet home laughing big grin laugh glasses,1,0,1,1,1
6380,online finally!!!,1,0,1,1,1
6381,random girl (in busconfusion : half chinese?                                                               : huh !!??????!!????,1,0,1,1,1
6382,migrated ubuntu linux completely.,1,0,1,1,1
6383,funniest thing happen roman polanski laughing big grin laugh glasses lol,1,0,1,1,1
6384,listening hare krishna ..just case laughing big grin laugh glasses,1,0,1,1,1
6385,anyone forward invit google wave???,1,0,1,1,1
6386,first time: three shots jack daniels rock lab,1,0,1,1,1
6387,"quick poll you: many , point career, held 5 jobs ?",1,0,1,1,1
6388,thoughts substance interchangable? redirect thoughts substantiate anything would comparable physical surroundings experiences ?,1,0,1,1,1
6389,football.. fun fun fun,1,0,1,1,1
6390,"events evening : random lady bus stop : know ""no. 11"" beer is? me: bus no. course no. random lady : lab mate said good drink et wsu (thinkingconfusion : seriously ... ppl could asked...why me??",1,0,1,1,1
6391,comments simmilarity sita ranamayan helen troy?  ceartive inputs welcome!,1,0,1,1,1
6392,finally linux box runs office 2007 happy face smiley,1,0,1,1,1
6393,pigly-wigly diet soda !,1,0,1,1,1
6394,"got know co-worker going call cops ,because person know  new work place. fun  huh?",1,0,1,1,1
6395,epiphany : two shots jameson's wonder's experiments beyond wildest imagination laughing big grin laugh glasses,1,0,1,1,1
6396,simplicity lives comes deep thinking,1,0,1,1,1
6397,happened good old days could fly get inebriated thinkin' !!!!!!!!!!!!!!!,1,0,1,1,1
6398,20-26 nice!!!,1,0,1,1,1
6399,"interest international politics policy recommend : ""the post-american world"" *propname* 3.84",1,0,1,1,1
6400,"personalities reflect environments lived past, would also largely determine ones might live in.",1,0,1,1,1
6401,anyone looking google wave invits ?.. lemme know.,1,0,1,1,1
6402,live new kick ass 64-bit pc,1,0,1,1,1
6403,"considerably colder pullman , wa, east lansing!!",1,0,1,1,1
6404,"watched avatar  :  1. sort anti-pollution, green peace statement 2. light heart warming love story 3. actual invade planets laughing big grin laugh glasses",1,0,1,1,1
6405,existence polemic bad ideas considerable damage society.,1,0,1,1,1
6406,"finally found "" *propname* flying robot "" ... anybody remembers series",1,0,1,1,1
6407,watched 9 and. fantastic!,1,0,1,1,1
6408,merry christmas all!,1,0,1,1,1
6409,east lansing : -21 c (feels likeconfusion pullman : -14 c (feels likeconfusion damn east lansing.. shall revenge!,1,0,1,1,1
6410,"finally got paper degree . officially , graduated!",1,0,1,1,1
6411,"saw 3 idiots.. refreshing. even though appered commentary  education system.  however, painted fairly black'n white picture.  .. entertainment happy face smiley",1,0,1,1,1
6412,east lansing : -16 c (feels likeconfusion pullman : -10 c (feels likeconfusion,1,0,1,1,1
6413,"""my god full stars""...anyone?",1,0,1,1,1
6414,watching godzilla movie... almost forgot much missed them!!!!!!!!!!!!!!!,1,0,1,1,1
6415,heard *propname* long time.  took back old school undergrad  days,1,0,1,1,1
6416,watching k-pax njoying every momemnt,1,0,1,1,1
6417,brew first gallon beer!,1,0,1,1,1
6418,"(purposefully contradicting *propnamewink smirk aghh!! heat! *opens arms welcoming fashion*. mean, complain cold rainy, per usual, complain warm. consistency, people!",0,0,1,1,1
6419,"its true say; ignorance bliss. envy kids way, mental maturity understand problems surrounding them. its nice see happiness naivety every while.",0,0,1,1,1
6420,introspective...,0,0,1,1,1
6421,"crisis next weekend brother giant sleepover four devil spawn minions. 1confusion isnt little *old* kind thing? 2confusion last time one came over, listen three days grace full blast ipod could concentrate enough read. yes, heard me! anybody aconfusion isnt pervert, bconfusion doesnt hate could offer place stay, would grateful...",0,0,1,1,1
6422,"craving vanilla latte new good music bored going shuffle... something decemberist-esque? (ha, mouthful.confusion",0,0,1,1,1
6423,anyone seen homework timetables? fucking a.,0,0,1,1,1
6424,pancakes lunch. going die young fat crying,0,0,1,1,1
6425,fucking hell! thunder right house!,0,0,1,1,1
6426,"""ooooooh, think smell rattttt""",0,0,1,1,1
6427,"lighting's really weird out; sky dark, everything else almost luminescent.",0,0,1,1,1
6428,"made lemon cupcakes pink icing. ahhh, e. numbers.",0,0,1,1,1
6429,"""halfway around world lies one thing want buried ground, hundreds miles first thing arises mind awake bending til break""",0,0,1,1,1
6430,"""i road runner honey keep me"" ~aerosmith happy face smiley",0,0,1,1,1
6431,got brilliant new playlist laughing big grin laugh glasses heart it.,0,0,1,1,1
6432,redrum.,0,0,1,1,1
6433,wants bury head hole.,0,0,1,1,1
6434,all-nighter.,0,0,1,1,1
6435,omg! brokeback mountain!!! squee!!!,0,0,1,1,1
6436,burnt finger again...,0,0,1,1,1
6437,find fucking color group?,0,0,1,1,1
6438,"burnt finger. really hurts, well.",0,0,1,1,1
6439,"must pregnant, something. natural hummus cravings...",0,0,1,1,1
6440,"downloading new playlist. 1 hour, 40 minutes go - woopee!",0,0,1,1,1
6441,"is, decidedly, eloquent drunk.",0,0,1,1,1
6442,ugh hungry. siren song - bat lashes. take riot - stars. consolers lonely - raconteurs. running hill - placebo.,0,0,1,1,1
6443,ugh.,0,0,1,1,1
6444,many fucked people many fucked marriages lack thereof.,0,0,1,1,1
6445,"anyone gives shit, look photo found wogie!!!",0,0,1,1,1
6446,tired pancake craving...,0,0,1,1,1
6447,buzzz...,0,0,1,1,1
6448,shitty day + monday migraine + late home = urrrrrrrrg!,0,0,1,1,1
6449,half english coursework done. woot!,0,0,1,1,1
6450,*swallows last mouthful seventh cup tea today*,0,0,1,1,1
6451,sick - bleh frown sad andry pouting,0,0,1,1,1
6452,modules//points revise chemistry?,0,0,1,1,1
6453,six-hundred days!,0,0,1,1,1
6454,brother watching jerk theory third time since friday.,0,0,1,1,1
6455,ipod fixed!!!! yay!!!,0,0,1,1,1
6456,hair smells like cookies...worrying... skeptical annoyed undecided uneasy hesitant,0,0,1,1,1
6457,great day snow *propname* *propname*. follow tomorrow laughing big grin laugh glasses,0,0,1,1,1
6458,vanishing act *propname* happy face smiley,0,0,1,1,1
6459,inability wash properly means nobody trusts happy face smiley,0,0,1,1,1
6460,"freaky. brother's two inches me. eh, still freakishly large feet. live happy abnormality even accompanied 5'4"" frame.",0,0,1,1,1
6461,spent day watching glee. hate love time. cheesy!,0,0,1,1,1
6462,anyone else school today? sure nobody would able get in. eh.,0,0,1,1,1
6463,"""not kind escort!!!"" hehehe.",0,0,1,1,1
6464,"would swear 'rents yelling ""gavinda"" right now...",0,0,1,1,1
6465,caffine. check.,0,0,1,1,1
6466,"everything fucking aches! (do dare like this, *propname*.confusion",0,0,1,1,1
6467,well cat's pajamas!!,1,0,1,0,1
6468,funny funnier? dunno use sentence. funnier...,1,0,1,0,1
6469,greatest pleasure life people say cannot do. ~*propname* ~,1,0,1,0,1
6470,loving grace god clearly pouring out... :-d,1,0,1,0,1
6471,"hmm, next weekend?",1,0,1,0,1
6472,"wishes cool *propname*, but... never happen!  happy face smiley",1,0,1,0,1
6473,monkey. stink pee freely often. yaaaaaaaaaaayyyyyyyyy,1,0,1,0,1
6474,get $$$$,1,0,1,0,1
6475,done work friday!! :-d,1,0,1,0,1
6476,one final stands class wooo!!,1,0,1,0,1
6477,"quite awesome, happy excited life people need stop hijacking fb...",1,0,1,0,1
6478,going of&p practitioner...maybe happy face smiley,1,0,1,0,1
6479,back el happy face smiley,1,0,1,0,1
6480,one time tried punch lara accidentally scratched face. basically failed miserably.,1,0,1,0,1
6481,back e.l. happy face smiley,1,0,1,0,1
6482,trying figure life...hmmm suggestions?,1,0,1,0,1
6483,last day work!! suggestions wild crazy celebrations??,1,0,1,0,1
6484,would eat panda?,1,0,1,0,1
6485,making chocolate rasberry brownies...yum happy face smiley,1,0,1,0,1
6486,attempting finish unpacking...arg,1,0,1,0,1
6487,picking nose. ooo gold rush there!,1,0,1,0,1
6488,go sleep 9happy face smiley0pm...old age setting,1,0,1,0,1
6489,thank birthday wishes happy face smiley,1,0,1,0,1
6490,beautiful day football happy face smiley,1,0,1,0,1
6491,love fray!! .:squeeky voice:.,1,0,1,0,1
6492,classes getting way college life...,1,0,1,0,1
6493,ahhhhhhhhhh!!! static fluid mechanics= death...,1,0,1,0,1
6494,9:00pm v102...cabin fever 2!!!!! anyone welcome come...if think handle it!!!!!!!!,1,0,1,0,1
6495,9:02pm v102...cabin fever 2!!!!! anyone welcome come...if think handle it!!!!!!!!,1,0,1,0,1
6496,heheheh rachel yayyyyyy!,1,0,1,0,1
6497,*propname* l7 weanie,1,0,1,0,1
6498,l7 weanie,1,0,1,0,1
6499,good birthday happy face smiley,1,0,1,0,1
6500,"chowin wheat rice!!!!!! dang, stuff soooo good happy face smiley",1,0,1,0,1
6501,moist moist moist moist moist moist moist moist moist... goes people unapreciative word moist.  make eyes moist hating...,1,0,1,0,1
6502,really likes *propname*'s status feels way happy face smiley,1,0,1,0,1
6503,excited compelling 09!!! happy face smiley,1,0,1,0,1
6504,check out... happy face smiley                 ,1,0,1,0,1
6505,"*propname*, biiiiig green watch. cool. kind like amyo. think coolest person ever. wish awesome amyo.",1,0,1,0,1
6506,take quiz. see cool am.,1,0,1,0,1
6507,"wants everyone sign ski trip (you actually ski trip. could come hang out.confusion!!!!! right now. sitting saying, ""ski trip? where? when? sign up?"" comment post hook up. better see like 50 comments post check back tonight.",1,0,1,0,1
6508,excited maxx!!,1,0,1,0,1
6509,**.:welcome back winter put warm fuzzy sweater cuz feel much better snowflakes fall gently grountongue sticking cheeky playful blowing raspberry.**,1,0,1,0,1
6510,fixed computer speakers!!! feel free send sweet youtube videos happy face smiley,1,0,1,0,1
6511,anyone needing study break come check baker's new music video!!!!,1,0,1,0,1
6512,relaxing song ever... happy face smiley ,1,0,1,0,1
6513,rub-a-dub-dub,1,0,1,0,1
6514,"please take long hard look textbook, history... urbana adventures!!! back 7th- duces!!",1,0,1,0,1
6515,packing ur-ban-uh sunshine state laughing big grin laugh glasses,1,0,1,0,1
6516,"energizer bunny arrested, charged battery, lol!! love cheesy jokes... happy face smiley",1,0,1,0,1
6517,bahahahaaaa!,1,0,1,0,1
6518,"ohh finals week...friday, please come quickly skeptical annoyed undecided uneasy hesitant/",1,0,1,0,1
6519,merry christmas good night!! laughing big grin laugh glasses,1,0,1,0,1
6520,got kamikazied kiss...wrapper,1,0,1,0,1
6521,anybody playing volleyball today??,1,0,1,0,1
6522,jk volleyball...who wants go iceskating tonight 10-11happy face smiley0 munn??,1,0,1,0,1
6523,"""i decided stick love. hate great burden bear."" martin luther king, jr.",1,0,1,0,1
6524,love jenn arnold!!!!,1,0,1,0,1
6525,magenta happy face smiley,1,0,1,0,1
6526,missing summer wwr... *tear,1,0,1,0,1
6527,&hearts; *propname*,1,0,1,0,1
6528,contemplating details urban planning...,1,0,1,0,1
6529,sick joint facebook pages. individual christ's sake!,1,0,1,0,1
6530,minus 7 days,1,0,1,0,1
6531,going visit warwick castle morning spend afternoon stratford-upon-avon... know jealous happy face smiley  thoroughly enjoying time england (despite tragidy purse stolen saturdayconfusion miss terribly,1,0,1,0,1
6532,"would really like go back europe, please...",1,0,1,0,1
6533,wants go back england frown sad andry pouting amsterdam cup tea...,1,0,1,0,1
6534,ditto charlie's status,1,0,1,0,1
6535,"really cannot believe *propname* ""birthers""... got kidding me...",1,0,1,0,1
6536,"ok, yes great lakers championship, need start fires shake cars. east la needs calm f",1,0,1,0,1
6537,"got ipod touch back today (yay!!!confusion, complete headphones addition new apps, including koran, ipray, world war, brain tutor. let will... wink smirk",1,0,1,0,1
6538,feeling lot better... slowing things taking deep breath really world good,1,0,1,0,1
6539,manpuku sawtelle absolute favorite restaurant.,1,0,1,0,1
6540,going edison tonight sister happy face smiley,1,0,1,0,1
6541,"sometimes, time, life fast confusing liking...",1,0,1,0,1
6542,looking forward tonight's top chef masters,1,0,1,0,1
6543,*propname* going meet *propname* tuesday laughing big grin laugh glasses,1,0,1,0,1
6544,absolutely loves london police department. getting ipod touch back!!!,1,0,1,0,1
6545,thank wonderful birthday wishes!!!,1,0,1,0,1
6546,"europe pictures finally up! come check  out... find actual profile ""photo albums""",1,0,1,0,1
6547,"nobody work birthday, unless want to...and want frown sad andry pouting",1,0,1,0,1
6548,apartment hunt anymore happy face smiley,1,0,1,0,1
6549,finding place live ridiculously stressful,1,0,1,0,1
6550,looking forward tonight!,1,0,1,0,1
6551,looks like finally caught whatever cold going around. packing moving even difficult sick frown sad andry pouting,1,0,1,0,1
6552,walk *propname*'s (and myriad awesome placesconfusion new apartment happy face smiley,1,0,1,0,1
6553,really feel good really wishes boss (who even acknowledged sickconfusion would send home.,1,0,1,0,1
6554,excited seeing used friday! bet nobody knew hard like rock  happy face smiley,1,0,1,0,1
6555,temporarily upset obama commercial *propname*.,1,0,1,0,1
6556,really really good day,1,0,1,0,1
6557,"watch ""the age wal-mart"" cnbc",1,0,1,0,1
6558,"one die cannot afford health care, one go broke get sick. agree, please post status rest day.",1,0,1,0,1
6559,chips salsa must made crack heroin. else explain addiction it?,1,0,1,0,1
6560,"know old news, think *propname* could annoying less funny.",1,0,1,0,1
6561,bored hell...,1,0,1,0,1
6562,loves myth busters. double dip want!,1,0,1,0,1
6563,needs drink...,1,0,1,0,1
6564,"wrecked, overblown...",1,0,1,0,1
6565,"come every time make cake whole wheat flour ends tasting like corn bread?  like corn bread lot, trying make cake tastes like cake frown sad andry pouting",1,0,1,0,1
6566,still shock...,1,0,1,0,1
6567,done way much driving sat way much traffic weekend,1,0,1,0,1
6568,survived *propname*'s scary farm last night...for two... whole... hours...,1,0,1,0,1
6569,goin cruise mexico!,1,0,1,0,1
6570,mmmm lemon cake vanilla frosting happy face smiley,1,0,1,0,1
6571,feel good frown sad andry pouting,1,0,1,0,1
6572,craves enlightenment...,1,0,1,0,1
6573,"job interview tomorrow, wish luck!",1,0,1,0,1
6574,eating huge bowl piping hot homemade chicken soup... mmmm...,1,0,1,0,1
6575,"worst sore throat earache (now going three weeksconfusion; health insurance luxury longer have, process trying every home remedy known man.",1,0,1,0,1
6576,"unemployed life strange one, tell that...",1,0,1,0,1
6577,loves 3rd rock sun reruns,1,0,1,0,1
